,Ent,Ent,Ent,Ent,Ent,Ent,Ent,Ent,Ent,Ent,Ent,Ent,Ent,Ent,St,St,St,St,St,St,St,St,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,MM,Pm,Pm,Pm,Pm,Pm,Pm,Pm,Pm,Pm,Pm,KECS,KECS,KECS,KECS,KECS,KECS,KECS,KECS,KECS,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli,Ecoli
Ecoli,0.453583364058,0.265965924542,0.558065329453,0.387007679626,0.696507727591,-0.334184279991,0.155674232916,0.432570547327,0.54358320736,0.478868903816,0.561462538784,0.275939092763,0.525716206701,0.0902832020611,0.494188918047,0.445315366646,0.386059973801,1.12167629124,0.412480509203,0.665272311207,0.469739344326,-0.0987566912074,-0.0745289315139,-0.0597237308656,-0.0487401984177,-0.0498035729947,-0.0237018630448,0.0073476398588,-0.0180371864044,-0.0401507511045,-0.0407616421748,-0.0768571893289,-0.341099726958,-0.122343965904,-0.039278914847,0.01223366266,0.00355019060902,-0.0229078424905,-0.0712620655901,-0.145149860674,-0.0355990640487,0.111115523785,-0.0931263700536,-0.116288981062,-0.055612070046,-0.0571601126649,-0.0855108524308,-0.136212331704,-0.0388995727244,-0.0982644634059,-0.0674100854682,-0.470151960246,-0.0417083559725,-0.0255968725602,-0.109075340417,-0.001351623031,-0.081386578597,-0.115037901986,-0.142134164871,-0.189282802138,-0.0160036174808,-0.0918182058484,-0.0356006080479,-0.049508425057,-0.129854492144,-0.134457306865,-0.0267306106483,-0.0860246966461,-0.0858630220562,-0.0351354022115,-0.0449381103642,-0.0832631594327
KECS,0.523901086107,0.362515017463,0.744480679139,-0.00101078066671,0.681528443691,-0.0123508284435,0.434347111794,0.911886407059,0.158312720792,0.594844698281,0.900366735355,0.626768727786,0.575296205096,0.187585842761,0.473841816472,0.0835606049183,0.0767604654666,0.703309469147,0.162185343864,0.433700640392,0.393203912596,-0.42371938322,-0.389999829406,-0.370030302467,-0.363961958427,-0.316494705014,-0.360099787741,-0.390164171765,-0.358049888742,-0.346262796119,-0.423339533082,-0.297390904335,-0.373283273298,-0.500496354818,-0.299956306945,-0.320415272433,-0.250221266001,-0.405671674442,-0.345906362371,-0.548808527322,-0.396314141216,-0.401978274185,-0.319974670911,-0.382214798552,-0.346948740039,-0.391298716945,-0.330134673466,-0.352009359012,-0.451432583564,-0.369873158461,-0.463137050252,-0.681753752858,-0.289202868276,-0.397089194217,-0.32781642845,-0.416740845975,-0.338028587107,-0.237003825167,-0.427661147732,-0.450462149771,-0.377078516909,-0.388138101457,-0.391446898936,-0.356547223524,-0.354446286385,-0.20003614572,-0.319365933298,-0.375792059966,-0.613215371343,-0.411183476858,-0.370143974017,-0.348570955849
KECS,0.827130371108,0.384051736259,0.803113478301,0.011889637301,0.64965349525,-0.385965820933,0.454755781922,0.451877336116,0.78347218226,0.641878570078,0.910221672333,0.477085555603,0.462376995267,0.157841432043,0.54736979664,-0.505961058307,0.225758210113,1.34069325649,0.141544352937,1.12110834425,0.199366709278,-0.240828830525,-0.205636854218,-0.264289595729,-0.246637996993,-0.113255588779,-0.177824523622,-0.124518349545,-0.247571627023,-0.212493564287,-0.226586508997,-0.653882564524,-0.555785124305,-0.288509654804,-0.286432293751,-0.244660246536,-0.0103504414868,-0.185853679401,-0.316111588577,-0.418688655093,-0.296351369113,-0.141282014099,-0.17532350041,-0.292987896809,-0.221624667902,-0.174847652131,-0.194409883091,-0.0801369979521,-0.248366030509,-0.213487310731,-0.253594962438,-0.246778673245,-0.161550234129,-0.213756262603,-0.198402049675,-0.239092512529,-0.17864143675,-0.169762595734,-0.220198666746,-0.233401345554,-0.163465141721,-0.139245297359,-0.233351639509,-0.244796493387,-0.167597627811,-0.228695057448,-0.178081518474,-0.08581201651,-0.206391577435,-0.165929786923,-0.0961961371487,-0.17381477032
KECS,0.456150110857,0.408978063781,0.736112987471,0.351270626889,0.51875795944,-0.297376956334,0.743897850253,0.495880174857,0.32243575596,0.683489999734,0.650884826303,0.588182086713,0.680725803686,0.597490320669,0.341024288864,0.576506897962,0.406176588279,1.27199663845,0.472830878807,0.71880430347,1.01047879143,-0.281026046355,-0.156179700231,-0.264341996892,-0.233643748441,-0.16527615067,-0.206281665331,-0.195008383318,-0.149132772276,-0.209885368234,-0.302212462448,-0.275240813534,-0.510288301483,-0.283464379437,-0.225049453893,-0.142151190857,-0.126321356091,-0.126959548859,-0.223466140841,-0.443156508057,-0.29556901276,-0.255971619035,-0.189775762481,-0.268402026122,-0.258365293023,-0.236478733443,-0.232950532942,-0.227400210547,-0.279130118212,-0.254443666386,-0.351321754999,0.124529206765,-0.225653360753,-0.167931988999,-0.185694177692,-0.17866827815,-0.162369575946,-0.149358195481,-0.259462587407,-0.371626332403,-0.0812589720232,-0.199082552784,-0.199205430598,-0.18379481751,-0.224453684164,-0.112761826802,-0.175672387596,-0.277860304318,-0.112485952506,-0.193514763658,-0.163441284148,-0.199338906021
KECS,0.226244817413,0.824678956533,1.4275139166,0.395118566774,0.775824905831,0.195303673276,0.454815369362,1.68884080316,0.859320427399,0.891653963724,1.34160612627,0.421080878162,1.09035394892,0.972790226452,0.748285722498,0.299850708373,0.0753282273394,0.992038110894,0.0919902202871,0.787475059883,0.0320658511413,-0.116077100342,0.0289202488952,-0.129621548892,-0.0886635009952,-0.0954876685545,-0.13784988103,-0.0771575620451,-0.0424952790971,-0.0756193352262,-0.165835694475,-0.271493235009,-0.217388145482,-0.120100686836,-0.0913761651972,-0.0451636663688,-0.0488528011311,-0.214914887323,-0.160760570435,-0.136402321228,-0.141611560865,-0.186243798738,-0.0221123560672,-0.262604376292,-0.1172095164,-0.0720342238568,-0.138954195191,-0.111589576035,-0.0873812053677,-0.127317220648,-0.178933203751,-0.163772974307,-0.128317352246,-0.0723038574708,-0.151446200231,-0.123190880476,0.0235515716067,0.127624493696,-0.0754855821613,-0.200270177902,-0.17155836828,-0.107555188859,-0.112756386701,-0.094715596604,-0.0363215119017,0.240987084367,-0.144201880328,-0.0771908979512,-0.0475866776499,0.180970895061,-0.00151273360475,-0.0622478986176
KECS,0.532061576302,0.210506357275,0.39918871939,-0.0195786061908,0.43554552186,0.0743034387632,0.312464559052,0.156526968501,0.00259493025437,0.507180006572,0.177543409608,0.282923920379,0.356344889477,0.212542356695,0.559273786602,-0.264374249134,0.311873949939,1.51712940311,0.246237931313,1.19846076089,0.292332542235,-0.187313954097,-0.0444013302062,-0.0618161927051,-0.0904570264274,-0.0261300557169,-0.138193982767,-0.0662237910742,-0.0502273679522,0.0481326146978,-0.0454031072284,-0.494013640461,-0.304802080391,-0.161655960786,-0.10421158704,-0.106841667578,0.0619317201323,-0.0630009731039,-0.162909664648,-0.264088808639,-0.0893580956539,-0.0819091717678,-0.0666063536303,-0.129627696257,0.0648621250222,-0.0207576367726,-0.0676677534153,-0.131834330592,-0.140608053226,-0.0598727507923,-0.154149288162,-0.507119798825,-0.174070058239,-0.13094661034,-0.187649991723,-0.141250928866,-0.122447526248,-0.100544597497,-0.208435299912,-0.0952982218758,-0.0995734817751,-0.276795783704,-0.13090815062,-0.23082710687,-0.190571853085,-0.135780686104,-0.158252701627,-0.174213849262,0.266610926926,-0.211687695916,-0.0381257056928,-0.17073241507
KECS,1.01853033856,0.234502157409,1.2190301021,0.348308270738,0.960201085301,-0.188459833527,0.155614151287,0.841575633918,0.162859391534,0.706417538573,0.585280694246,0.618312798481,0.663734229682,0.0379653100799,0.697836170046,0.552633755893,0.354690626482,1.25693035856,0.496568816741,0.69786369032,0.640294302232,-0.0315146405469,0.0365172544073,0.0419760483439,0.0464428399297,0.0354110617918,0.00273585413581,0.050019313218,0.0759010350837,0.0908108913511,-0.0133331020776,-0.13177484483,-0.309650610039,-0.157531797703,0.0942474334713,0.144284396299,0.0769843741972,0.041531214964,-0.0116261829091,-0.0931675857991,0.102736175087,0.127955740023,0.1391148635,-0.00635030054548,0.0198395873975,0.133164050163,0.0579604643337,-0.0220686920827,-0.00553335078783,0.0914576775288,-0.0381699517964,-0.374482097232,0.0572921104577,0.108147338856,-0.00235035993321,0.0409205176667,-0.00586834510466,0.0331278624553,-0.00292744077649,-0.132898906971,0.190333789626,-0.0541180697853,0.109076263708,0.0994136581003,-0.0864725440044,0.0720480662894,0.074971934545,-0.0457187139057,0.124797840945,0.213729295947,0.0201461957208,-0.000515412802361
KECS,0.280762436899,0.310562092068,0.721682206494,-0.117143631369,0.466246768574,-0.229307119636,0.320617570148,0.201777882305,0.480285773855,0.470967352216,0.399234135857,0.310572427805,0.410115478356,0.177005618867,0.50512768128,-0.542304337024,0.22714043313,1.41521577581,0.110792973104,0.988305411762,0.232560829229,-0.162918009119,-0.0707521108987,-0.137558025784,-0.126867860493,-0.0684469598096,-0.146332046821,-0.0422112924812,-0.168062300924,-0.091659044319,-0.0998923047228,-0.597595339049,-0.332397093308,-0.243762914298,-0.225788082506,-0.181448701843,-0.102346174464,-0.190625297621,-0.23601502192,-0.319493671669,-0.0680808303801,-0.140953957543,-0.130493486025,-0.236887404358,-0.0952495926398,-0.122265537072,-0.0882091012478,-0.246491454681,-0.207436259252,-0.15150459879,-0.209451948054,-0.657918366753,-0.276432796814,-0.307945951708,-0.275443523284,-0.365282353058,-0.222945745879,-0.178922225074,-0.261991103101,-0.313275856976,-0.222325148797,-0.361291397669,-0.29371428304,-0.299754140866,-0.265697813573,-0.270830278244,-0.227544659498,-0.245805031489,-0.241476540807,-0.29744698103,-0.234641335731,-0.286490143082
KECS,0.359738187414,0.940268825842,0.892180973391,0.262857758064,0.558347669928,0.2576323945,0.834062110164,0.81594323004,0.53970586574,0.737686704497,0.780422439396,0.487859448525,0.856440510133,0.725779700689,0.439807724723,0.541595071521,0.35304500367,1.45147925144,0.378552593357,0.839067339527,0.336874084441,-0.194995112099,0.203412487857,-0.213010996966,-0.190923705413,-0.0984774693746,-0.180151101936,-0.245364940207,-0.195493268166,-0.251933482713,-0.197855262516,0.194865304012,-0.594611426699,-0.306614308249,-0.293021609106,-0.258535640013,-0.22335429852,-0.269411114294,-0.230024105631,-0.228651416795,-0.0559067198887,-0.392398958247,-0.134719000409,-0.304256444974,-0.24444092644,-0.167123549803,-0.130581063415,-0.113991858758,-0.238121208522,-0.219530311933,-0.285388318451,0.135458609349,-0.159763740284,-0.100212102621,-0.143098082106,-0.138052431422,-0.058261971948,-0.0761288111356,-0.100426574257,-0.416821584471,-0.00496113610966,-0.189008754342,-0.213543356009,-0.170726519806,-0.162711912824,-0.135692068061,-0.134100445933,-0.202471498157,-0.0964072713893,-0.0243784032093,-0.173264266167,-0.178499553961
KECS,0.908013247832,1.05234305428,0.863612352383,0.997927085942,0.739746899837,0.67967275688,1.09783502001,0.589514282822,0.529031211768,0.684374412108,0.95655985679,0.322416052563,1.16436263775,0.700942418591,0.650272873152,-0.307152721259,0.384927786991,1.55774428529,0.340576089998,1.27546410813,0.359246913587,-0.221294649088,-0.185782992657,-0.230092350898,-0.23445932133,-0.11850023153,-0.164137238253,-0.176701940457,-0.155770808193,-0.235873534825,-0.209045768685,-0.443490953001,-0.351137148728,-0.229923118232,-0.238533293227,-0.241589218947,-0.099474903238,-0.191442930327,-0.284331000238,-0.157555268869,-0.316399320366,-0.177034991338,-0.200150076563,-0.307238933951,-0.221038530925,-0.0385700113057,-0.216948468031,-0.0607232166767,-0.234007298705,-0.244124775883,-0.275968781675,-0.576067556684,-0.26747499101,-0.266559506201,-0.230928588733,-0.361497195182,-0.116177306779,-0.128180158906,-0.271965651619,-0.30608518912,-0.10255354777,-0.285695526941,-0.18005782896,-0.275400823337,-0.183278202233,-0.0307609540365,-0.207607562207,-0.216737774681,0.0952462686711,-0.20958586105,-0.191184270877,-0.228146532882
Pm,0.904331828389,-0.195462287244,1.05444230003,0.224041228282,0.895856977459,-0.0137945183831,0.144423062457,0.463853694605,-0.640402768553,0.236810767961,0.876066808474,0.583172201289,0.751480284737,-0.554775613004,0.496601924868,0.488546455973,-1.53097989048,-0.206490498824,-0.701706729199,-0.796472568496,-0.217156410067,-0.173155259948,-0.291256412802,-0.142203746153,0.0273067537197,-0.098112247933,0.0219717436496,-0.152499165994,0.0287910318531,-0.08627339482,0.0200816079853,-0.115639306337,-0.415764914471,-0.0332746826819,-0.309469286137,-0.105664706364,-0.231540708966,-0.522649973329,-0.0984387155728,-0.39554130731,-0.220089881015,-0.294700242294,-0.740375820543,-0.360276665214,-0.616049778351,-0.812221637242,-0.3883777963,-0.368522536026,-0.754977095951,-0.109600536299,-0.329086681103,0.0554247730639,-0.296376116364,-0.226783831602,-0.04375978477,-0.367970571441,-0.266072594833,-0.119232037453,-0.143408606379,-0.687014901476,-0.338393557176,-0.402211800856,-0.161264822102,-0.286328096158,-0.24759574687,0.108969106854,-0.106118269347,-0.391005094839,-0.142987353927,-0.095339186225,-0.279961975898,-0.200237057275
Pm,0.341858135167,-0.136889160767,0.817395007681,0.165387735536,-0.00608424151671,0.506031208905,0.0318275858279,0.186220363228,-0.895757905552,0.238517563224,1.17716853826,0.159064529924,0.73048506461,-0.196771240451,0.545703400779,0.595448515595,-1.50289442676,0.414983794661,-2.1739526808,-2.71587625493,-2.11672256285,-0.332840274189,-0.483836382155,-0.204259912335,-0.195340974801,-0.0497949437915,0.0356027338444,-1.3126237646,-0.113646852717,-0.448947560385,-3.1231370551,-0.656410665859,-0.514651315736,-0.332539169281,-0.391867930142,-0.345513112454,-0.372801030288,-0.504468357407,-0.281892186239,-0.451937630585,-0.249620543714,-0.38445773622,-0.865693558473,-0.449769393145,-0.541742513291,-0.603526994474,-0.711173054817,-0.42725525331,-0.846681626965,-0.333677663082,-0.39829043772,-0.2849826525,-0.323690020333,-0.270326371079,-0.34900789672,-0.489100711258,-0.316726912928,-0.322147093191,-0.333888676888,-0.6014475838,-0.313052367284,-0.161431720723,-0.464910477391,-0.34812451753,-0.328667524775,-0.120655907153,-0.516938301505,-0.51043858201,-0.225465256888,0.0278575501072,-0.528311803101,-0.370747064852
Pm,0.782201972521,-0.234243945862,0.866990229504,0.294235253381,-0.00840715126751,0.0824521411176,-0.124229566206,0.0170639786583,-0.402183244319,0.0433038082712,0.497508138405,0.990238756951,0.511243696361,-1.7847307288,0.717566097162,0.183136224862,-2.68905353086,0.797420705658,-0.712496802878,-3.08864140818,0.141361531915,-0.199131597149,-0.508538507877,-0.176413090211,-0.236134950281,-0.0190278161399,-0.187789076476,-0.0303719844846,-0.00511146128878,-0.271447869776,-0.0698075568244,-0.29441888725,-0.461119181095,-0.199375707654,-0.247170794999,-0.132500644028,-0.0913887327382,-0.286834498411,-0.265295766123,-0.304691543443,-0.298990168651,-0.21590779267,-0.841074383125,-0.677059051321,-0.671579386597,-0.919385891944,-0.690907211166,-0.309579930011,-0.717608124987,-0.414522437156,-0.350257309649,-0.116226492698,-0.424197264563,0.0377729348586,-0.380679007205,-0.0484232904758,-0.135921881854,0.00303040368503,-0.20146386327,-0.442942062892,-0.149175317495,-0.500009760004,-0.258529890086,-0.16985334895,-0.512738218276,-0.232437544479,-0.411508663656,-0.267744029488,-0.103240087577,0.0956943787177,-0.333692685156,-0.443370376039
Pm,0.520552365268,0.605719789776,0.979264404274,0.461525856771,0.27181927084,0.59955404579,0.400171856873,0.541893616703,-0.269462435987,0.736232819104,0.52534638536,0.849358735325,1.20826392429,0.0556433889914,0.731875031892,-0.220061156777,-0.363520392076,0.457663489448,-0.0724049323803,-2.5145095642,0.118368641933,-0.347569297878,-0.474951127958,-0.303008836186,-0.257968369587,-0.195065833201,-0.0744989701219,-0.153588384612,-0.20269930392,-0.316327818722,-0.162815644101,-0.2924161003,-0.4632580956,-0.291488253444,-0.185074185803,-0.133587588489,-0.263487561129,-0.333995199014,-0.196398728875,-0.40200715373,-0.210390308233,-0.277179300163,-0.679112272269,-0.504036654391,-0.603546285934,-0.768198776248,-0.7300572533,-0.423000951202,-0.533918916367,-0.348999745206,-0.415765914721,-0.546720661115,-0.378522852254,-0.26839234791,-0.312664524708,-0.371821272638,-0.27875461439,-0.178234791009,-0.260087190968,-0.317346283315,-0.321061484604,-0.430032151833,-0.35683567114,-0.241946677278,-0.142368727088,-0.150497256712,-0.355731531949,-0.308284152025,-0.438423787187,-0.203370274939,-0.350708890566,-0.354799660525
Pm,0.922781660146,-0.160103308285,1.13646186994,0.902646673601,0.255298359655,0.231414611595,0.601779473985,0.230012466211,0.583386777355,1.13533777595,0.410193378864,0.629548963864,1.17391485653,0.797549402201,0.515610040171,0.347407725611,-0.800144434944,0.19122670467,-2.21439794916,-0.543572514733,-0.308766678732,-0.186404303875,-0.285828125407,-0.276594777626,-0.230175895385,-0.157425183501,-0.125404664118,-0.070349805992,-0.205980667332,-0.255278737209,-0.128567550044,-0.0720566636801,-0.377014920152,-0.210471988255,-0.123649714764,-0.26427558087,-0.315714056207,-0.182201220035,-0.196110289937,-0.261544559517,-0.207889599161,-0.319767852949,-0.865534881884,-0.310914098219,-0.780343709235,-0.792827746605,-0.736202500429,-0.439844106502,-0.695414088054,-0.389858802479,-0.327819828894,-0.109142502808,-0.541631747089,-0.160258134082,-0.206935809255,-0.338849886993,-0.300661393936,-0.258041059997,-0.361296191187,-0.616437059791,-0.351270872273,-0.513472256344,-0.335156856114,-0.395693639785,-0.232902124179,-0.14023474713,-0.486316995579,-0.402021862887,-0.274301631159,-0.2207340066,-0.484746899102,-0.421464605181
Pm,0.300378925188,-0.139191667513,0.516622330352,0.0222379927183,-0.0629349222565,0.0355507177202,-0.254378278509,0.148465866136,-0.644135079116,0.00212743540366,0.581161712732,0.415870846799,1.12669197166,-1.85902022027,0.650044723176,-0.52407859099,-3.79265549239,-2.75519089789,-3.02983274156,-3.67683468447,-0.00925764001887,-0.402074437933,-1.1094300098,-0.208915058129,-0.264894831653,-0.134232598412,-0.192104001261,-0.122952065854,-0.0609280334661,-0.335721200719,-0.129083971366,-0.431267987567,-0.413477234643,-0.228600337528,-0.512190120936,-0.419296583468,-0.314620516034,-0.473591112576,-0.35668781545,-0.332806461791,-0.503677300681,-0.395634492341,-0.944606516482,-0.705599145492,-0.94252403572,-1.04272513921,-0.826907307914,-0.546474511489,-0.972339473393,-0.451257685533,-0.534677771313,-0.43059825622,-0.598277243103,-0.257813790596,-0.568495185867,-0.736389017205,-0.411209832485,-0.21881647662,-0.44514711204,-0.754979138413,-0.438128071978,-0.741289297757,-0.448201136348,-0.436022031707,-0.694451510829,-0.500695985557,-0.552337126776,-0.624612149866,-0.363592472105,-0.185297015083,-0.613093851404,-0.515172039092
Pm,0.693565393097,0.0343513771557,0.861128024111,0.37597663206,0.491536621342,-0.0801335959704,-0.392823352884,0.648898070181,0.660232848319,-0.22473206233,0.629861793921,0.889398926832,1.61262851704,-1.1195512057,0.726396301115,-0.0311027650389,-3.55613876401,-2.96116736262,-2.35541831984,-2.77859319305,-1.60161330468,-0.402002220829,-1.77310444135,-0.108609131144,-0.0829023542347,-0.0463544683862,-0.0623506442866,-0.127605124833,-0.350420756491,-0.283384254649,0.0319598978854,0.0104589143739,-0.628373549563,-0.205292668118,-0.247180666915,-0.0984980165609,-0.248821924294,-0.441776042776,-0.291499683598,-0.391975735177,-0.188672356499,-0.265415802678,-0.806433802752,-0.648879015712,-0.67028770079,-0.255144578235,-0.655707321417,-0.264383093933,-0.702763146119,-0.274067598093,-0.26946932272,-0.495121842791,-0.454246822313,-0.0849491629971,-0.331346087801,-0.229020826208,-0.173725179746,-0.128081356801,-0.13337430782,-0.701869509716,-0.175620046162,-0.464118993726,-0.183901456178,-0.137467689687,-0.271910526378,-0.073332456021,-0.270832008835,-0.390547569924,0.0547813241329,0.0568358062522,-0.352924386082,-0.286517177872
Pm,0.29030899407,-0.595411236212,0.660146343808,0.613896754782,-0.0973760542542,0.0566210417036,-0.0270135320916,0.572858571073,0.0753477961114,-0.0570482963737,0.394128827937,0.213642074911,0.766648772474,-0.164147761207,0.620329091534,0.298284937883,-3.96482169551,0.574243310754,-2.66719555432,-4.03563891929,-0.0584411373546,-0.162483130139,-0.962278860415,-0.150157134654,-0.181557884466,0.0289403586175,-0.116778509112,0.0417892385889,0.128628807067,-0.269928143613,0.0164867436686,-0.3325104429,-0.451592824988,-0.217551901269,-0.313858477985,-0.0948756082442,-0.0740088447593,-0.299306589439,-0.307945897283,-0.409182192916,-0.339806884384,-0.228740535248,-0.864476359521,-0.66801829242,-0.848609373378,-0.834273582387,-0.74506435373,-0.317894932276,-2.56900437595,-0.329699169712,-0.344905123675,-0.0941796331131,-0.514723510666,0.0277101041605,-0.299050367341,-0.42188082676,-0.0906044023632,-0.0731169387742,-0.123299449377,-0.453698515046,-0.152085174453,-0.567239814609,-0.284471378916,-0.14568410431,-0.502554656049,-0.308188308823,-0.3739873715,-0.386925233631,-0.0360696589433,0.0237048077987,-0.350772511899,-0.457349045312
Pm,0.622298874533,0.772461746279,1.12084020786,0.350429451389,0.445328243069,0.408673688438,0.770389848702,0.700462508186,0.0167269217674,0.545323103841,0.277253483251,1.30736418852,0.956202782921,0.0528148162858,0.350992308306,0.497924501005,-1.40036172413,0.646711908953,-1.44244194484,-1.93304364862,-1.02778630636,-0.293735356665,-0.780405904501,-0.134295581685,-0.126052946045,-0.0148673635695,-0.0344723421318,-0.55486649122,-0.134600878607,-0.189225623106,-0.0956723973972,-0.0974189557101,-0.473306373305,-0.210578374825,-0.213998879075,-0.199750123763,-0.0708168553632,-0.224050900331,-0.165874789396,-0.152433872718,-0.154034249939,-0.264070512281,-0.705958455614,-0.513785265856,-0.858417538828,-0.97567811626,-0.680313090947,-0.525014629958,-0.762271239223,-0.480029900742,-0.416805518174,-0.102325703141,-0.52954394014,-0.233853106931,-0.336260990935,-0.322341870144,-0.224951008782,-0.315395513487,-0.321535142544,-0.802496418382,-0.344831131041,-0.542347268289,-0.465455650995,-0.423581920988,-0.198212784158,-0.292129346933,-0.272575289999,-0.557364326877,-0.371918031751,-0.231657429235,-0.547463744018,-0.391757266341
Pm,0.51024359442,-0.0255241779951,1.19611841924,1.43633414895,0.798933340618,0.105392815136,0.249097572872,0.306915420092,-0.0373413195204,-0.00474824509471,0.788845694044,1.34473451633,1.16900902317,-0.23572959937,0.59110930548,0.0901495228551,-3.85863822223,0.182417885488,-1.14223137892,-1.15868725033,-0.537706310529,-0.438758916911,-0.44337004887,-0.211951528808,-0.228118191846,-0.127502096842,-0.151928163115,-0.109565745255,-0.227412274362,-0.388790913376,-0.0777038341386,-0.0751954247545,-0.439106647038,-0.236261618149,-0.375464699506,-0.279732593453,-0.382272820443,-0.424279952423,-0.303492142224,-0.493193896922,-0.312988940325,-0.342767671352,-1.0259685816,-0.773798563439,-0.756078247678,-0.867823048267,-0.756415490091,-0.539954805474,-2.44185802246,-0.291632076791,-0.474116218359,-0.669384151118,-0.598027564366,-0.358096153379,-0.346836500533,-0.441568440546,-0.376584414371,-0.238004987427,-0.426166204907,-0.658562562894,-0.558388219206,-0.595122760368,-0.45523137426,-0.369641374508,-0.270552714505,-0.285554138111,-0.44603905527,-0.506477025971,-0.566611045297,-0.170003978598,-0.672655986459,-0.352755221811
MM,0.146091693254,0.640759498074,0.402004058915,0.109105404799,0.312199084259,-0.391072825662,0.448414821428,0.204337826945,-0.0475781095045,0.0801445794075,0.689854716343,0.392064722655,0.186075917022,0.174073131877,0.293168966877,-1.09273338335,0.298798406427,1.41428200255,0.225892329958,1.11715405605,0.303895250671,-0.133925275901,-0.0288404256358,-0.0485371696752,-0.0569467291879,-0.0250141515285,-0.0885835285361,-0.157554074811,-0.119559197098,0.134396355936,-0.0892840921969,-0.81452931521,-0.387814544842,-0.152262285633,-0.103339370659,-0.0966198820901,-0.0995895663313,-0.0245117534464,-0.132901111294,-0.179846087298,-0.0839015049311,-0.0281713318239,-0.0720024457157,-0.311930230493,-0.0916601731904,-0.144750029724,-0.144911501123,-0.0827204471199,-0.159295377787,-0.0430473437742,-0.134361634323,-0.0860146157394,-0.12819077628,0.00467226793695,-0.0591257725274,-0.167940612058,0.0410463533499,-0.191520243283,0.0632853612606,0.143426090742,-0.112071427986,-0.182524213327,-0.0424237245218,-0.106229192849,-0.0443362978735,-0.10252921646,-0.0808542510525,-0.00117610133612,-0.0245594802029,-0.0575667630855,-0.0765616676963,-0.0105333817943
Ps,0.601225842141,0.780245874571,0.665817812283,0.330019102726,0.579849750764,0.211715701467,0.504869621949,0.556380789537,0.23804004555,0.741465090378,0.703397812853,0.846138274041,0.911772781288,1.17656555344,0.343195867981,-0.444518074532,-2.10026787198,-0.44140788477,-inf,-4.50411797777,-4.89483434147,-0.340536641134,-0.346080662051,-0.369418311118,-0.439802811781,-1.53012588703,-8.08767196592,-0.482645959801,-0.417521454656,-0.344286696132,-0.439268385303,0.0184767487075,-0.111545302081,-0.360327535107,-0.249525078694,-0.424141480867,-0.240610488958,-0.239492126472,-0.230504237319,-0.431781614626,-0.293046528786,-0.255546347375,-0.459199563918,-0.384449040858,-0.299573617443,-0.471113797254,-0.248625949766,-0.253073234073,-0.448219437135,-0.387719241554,-0.390803600218,-0.320895777989,-0.252322058627,-0.336694979427,-0.235026600916,-0.28697241765,-0.279398833395,-0.166412771258,-0.368282176553,-0.349190068495,-0.362940560554,-0.305365221829,-0.382754903092,-0.350912748747,-0.23663236773,-0.0726286837636,-0.272291543246,-0.248790349307,-0.352934533717,-0.331221269113,-0.39544323031,-0.267745950798
Ps,0.951920389514,1.40021171392,1.04370249772,0.772100726081,0.874886484544,0.606448718244,1.39895342104,0.507230408718,1.14374603023,1.21347583714,1.31753992549,1.1534897921,1.05896425756,0.372626784109,0.634557224906,0.621846916947,0.338848054986,1.4014606198,0.354000220052,1.06394899867,1.74461087195,0.00998102345145,-0.14444791592,-0.320165306278,-0.378886183041,-0.170391815969,-0.419239201884,-0.471854060238,-0.112858074462,-0.204042677542,-0.717591134568,-0.0747761014563,-0.23887705125,-0.171185897038,-0.17124756046,-0.134076180995,-0.111493148536,-0.0239101632837,-0.249822991027,-0.261326219423,-0.0913467575493,-0.114974942044,-0.17894601236,-0.366158932261,-0.203108928872,-0.268146801153,-0.149258079805,-0.0112886476998,-0.236745362966,-0.217650801621,-0.234192327362,-0.0218906003957,-0.111389810939,0.128246062341,-0.128766556792,-0.0236047530242,-0.0940840787735,-0.0744851478909,0.0043796951183,0.001865458949,0.0052049308156,-0.146536936406,0.036889247398,0.0217583606612,-0.240376527244,0.0458324611416,-0.158165794623,-0.0716725264146,0.0313368322594,0.0689664844722,0.0173419552656,-0.168903881756
