,Ecoli.53,Pm.9,KECS.64,Ent.24,Pm.18,St.17,KECS.60,Ecoli.27,Ent.50,St.48,Ecoli.11,Pm.43,Pm.47,Ent.7,Pm.30,Pm.40,St.3,Ent.19,Ent.1,Ecoli.56,Pm.33,Ps.14,Ent.8,KECS.21,KECS.37,Ent.26,Ent.67,Ent.66,Ps.16,Ecoli.28,Ent.49,Ps.2,Ps.46,Ecoli.59,Ent.63,Ecoli.31,Ps.32,Ecoli.36,Ecoli.45,Ecoli.51,Ent.13,KECS.4,KECS.34,Ent.10,Ecoli.5,Ecoli.39,Pm.65,Ent.42,Ecoli.57,Ent.41,St.58,Ecoli.38,Ecoli.44,Ecoli.61,St.29,Ps.22,St.55,Ent.62,Ecoli.23,Ecoli.25,St.12,Ps.6,Ecoli.54,Ecoli.20,Ent.35,Ecoli.52,Ps.15
Ecoli.53,0.0,0.0004718073895772945,0.00013685239491691105,0.0033001645904871713,0.0014758591608686484,0.0021763588409966987,0.00016869152353023322,5.5369146097028895e-05,0.003929235428286662,0.0049923195084485405,7.392986520121245e-05,0.001937984496124031,0.001896215132188882,0.0025048875855327468,0.0019211318857039535,0.012368849788204628,0.002247346402517028,0.004980682400037239,0.0050163602413940455,5.113166403488984e-05,0.001481887112385646,0.001834217492064538,3.146936359112643e-05,0.00026131645422606777,0.00016607759278888863,0.007434058667455251,0.000171317431044734,0.0048084801021590125,0.002034292356873002,0.008740711214873444,0.004910585935253867,0.0023702337867835765,0.0020802040864983428,3.146936359112643e-05,0.004980682400037239,0.0005490164571030678,0.0007052556305641389,3.350361050673225e-05,0.00042715033227367196,2.7425329642667545e-05,0.00487615258413221,0.00033522183496849937,0.00021645021645021645,0.004709855149737848,0.00014433138485963774,0.007577846287523707,0.0019464845007965482,0.0025048875855327468,0.00022702864207464182,0.0048084801021590125,0.0023655913978494624,1.745566261695294e-05,3.350361050673225e-05,0.00032838465298142715,0.0021963200811710407,0.0007137688147316608,0.0022063957547828516,0.0048084801021590125,1.8443718991497446e-05,5.5369146097028895e-05,0.0050163602413940455,0.002007401200949588,6.611718202467087e-05,6.179123678705828e-05,0.0050163602413940455,6.28693574751666e-05,0.002043364072124274
Pm.9,0.00031850606309289476,0.0,0.00030954708374063213,0.0021597279661795792,0.0006876161999501659,0.0013125780015615682,0.0003172741237257366,0.0003221477591099863,0.0026210875356985413,0.0032292975841362935,0.0003254967676220048,0.0010087749210029781,0.000997123466852647,0.0016325893342022373,0.000991643076297188,0.008106875203649397,0.0013704098342621318,0.0032758460177815018,0.003289608466351754,0.0003027796576183673,0.0006965109604405792,0.001287796412841719,0.0003235443944212686,0.0002770438334155996,0.00031209212067710615,0.004977944256881638,0.00028664877351275756,0.0031529164477141357,0.0014325175615498196,0.0060738927008892555,0.0032258064516129032,0.001641182566848766,0.0014632954247431038,0.0003235443944212686,0.0032758460177815018,0.0006725079637143269,0.000510080235128947,0.0003202551004319995,0.0001382762293578233,0.00031441181483201003,0.0032012256120914863,0.0003109118545700204,0.0003130382162640227,0.0030936194792499775,0.0004034718258576237,0.005430650591940914,0.0010145658598588157,0.0016258010209623112,0.0004916993387937839,0.0031529164477141357,0.0014565004887585533,0.00032099024034507907,0.0003241967016680857,0.0004874857445421962,0.0013270722743977132,0.000553871412817178,0.0013654207202594298,0.0031529164477141357,0.0003183968331163769,0.00033624172357104817,0.00326619488296135,0.0013993622864590606,0.0003153280988868918,0.00031604698159938007,0.0033013152580469557,0.00031738885306011527,0.001427999387579644
KECS.64,0.00011955933299282835,0.00040175811615053477,0.0,0.002836470578406062,0.0012386675100147584,0.001847445852314994,6.47954196341293e-05,0.00013489937412730676,0.003426101623445077,0.004311548666387376,0.00014888653408577505,0.0017589624678896998,0.0017197578894593407,0.0021552894536765507,0.0017431446668813814,0.010817855979146302,0.0018984576603080906,0.0043348228832099794,0.004331512927224729,0.00013033561420658195,0.0012393091571977202,0.001611804891978868,0.000124894036752283,0.00019235794547196655,6.687688300223703e-05,0.006423683843038682,0.000123169394868763,0.004192587821153923,0.001761292083872729,0.007782175023014359,0.004272324765683399,0.0020792671564060063,0.0018030422239706267,0.000124894036752283,0.0043348228832099794,0.0005802612961251936,0.0006117682562800554,0.00013894144357203672,0.00037923282705066387,0.00013027031580267084,0.00424162393602122,0.00025461505785775334,0.00019201228878648233,0.004093352883675464,0.00023945888851712623,0.006767426122264832,0.0017669405424507465,0.0021417128271966983,0.0003340732349699393,0.004192587821153923,0.0020039100684261972,0.00012315939735294573,0.0001310582410998644,0.0003983891332681655,0.0018653253647128699,0.0006165116321238826,0.0018867631770857578,0.004192587821153923,0.00012425242267956172,0.00015906045606055573,0.004331512927224729,0.0017310198761811663,0.0001363031137123984,0.00013573812671255426,0.004366633302310336,0.00013689295579270147,0.0017695415091450847
Ent.24,0.0007546585098507326,0.0007299548870904083,0.0007372153484321125,0.0,0.0009128284744983037,0.0005563855229101729,0.000744030163385002,0.0007469801164362807,0.000397715293350967,0.0010997067448680353,0.0007505934925289764,0.001076973788901771,0.001064345273606758,0.0003224448788964918,0.0010650981189858685,0.0031280547409579668,0.0005720518115497889,0.00038984313177861565,0.000398030917636867,0.0007559465623981753,0.0009126695343704141,0.0009802629411183237,0.0007542813085748115,0.0007319280315128287,0.0007490210896250548,0.0011007335485513853,0.000727819151497236,0.0003955271529390493,0.0010743881711623648,0.002581404397877934,0.00039675694324650684,0.0011704050974738213,0.0010937462747061487,0.0007542813085748115,0.0004014802401899176,0.0008599769978470818,0.0007692206761269329,0.0007538312364014757,0.0007297151509675229,0.0007551760412320242,0.0004001532015114358,0.0007280199393018174,0.0007412838057999348,0.00038323113836310314,0.0007861686796521176,0.0024061959545830514,0.001071563941873356,0.0002952916259367872,0.0007975410327803481,0.0003955271529390493,0.0005767350928641251,0.0007515632515632516,0.0007518604357834327,0.0008235072499185402,0.000559906950270364,0.0007681668999190623,0.0005585812037424941,0.0003955271529390493,0.0007532803124948431,0.0007610740808973426,0.0012643335030818128,0.001073523250942606,0.0007506843128339554,0.0007455467258241786,0.000398030917636867,0.0007453060926491524,0.0010805686087458338
Pm.18,0.0005882319183247155,0.00040458739865863717,0.0005610665483642627,0.0015942339076770754,0.0,0.001140436624307592,0.0005563468789275241,0.0005778525429035379,0.0019023249573534202,0.0022634175859982315,0.0005719296516260463,0.0017930619018390961,0.0017869796962134516,0.001333903551645487,0.0017713966063770278,0.005552297165200391,0.0011818213249600034,0.0022750546944095332,0.0021774632553075665,0.0005774870290999324,1.9214095460429772e-05,0.0010351796324975012,0.0005851334792725069,0.0005286819004481093,0.0005528488994851594,0.0031379120563181286,0.0005486636680517625,0.002214952056458676,0.0011330979072914557,0.0037392401939849483,0.0022482893450635386,0.0012292522811456893,0.0011473905061631263,0.0005851334792725069,0.0022634175859982315,0.000916515277982357,0.000641290585001345,0.0005843423832497714,0.0004613771217186777,0.0005867061591413521,0.00224085792846404,0.0005616884944701192,0.0005690546013126658,0.0021605349684528574,0.0006571451689442597,0.0034087776023259894,0.0017897397752565628,0.001327115238405561,0.0006775569836010037,0.0022036512806604173,0.0011827956989247312,0.0005847646976679234,0.0005823715826317284,0.000703863229064842,0.0011538413947560539,0.0006692612904874233,0.0011730205278592375,0.002214952056458676,0.0005882575636235501,0.0006040270483312243,0.0022477040054787786,0.0011258902387934644,0.0005797968269855753,0.0005733416396963113,0.0022828243805643844,0.0005749504143293462,0.001127677866892791
St.17,0.0006762275874074372,0.0006026371742258022,0.0006524029632142588,0.0007551634299522988,0.0008886519150448769,0.0,0.0006479541963412931,0.0006704700236476589,0.0008960573476702509,0.0009367872271098078,0.0006766636273277639,0.0010485575939439403,0.0010475398219182304,0.0005057293363744977,0.0010424965673893514,0.0038579341805148257,0.00013201195651148977,0.0012626262626262627,0.001240919919691409,0.0006737348672832544,0.0008886519150448769,0.0010241962942216657,0.0006697073939236593,0.0006496617403675852,0.0006509349945551071,0.0020864650845675513,0.0006561569581190465,0.0012430853378084406,0.0010685171975494557,0.003264717326727975,0.0012592720372606521,0.001255406584999853,0.0010579834537348305,0.0006697073939236593,0.0012626262626262627,0.0008212929114387355,0.000641290585001345,0.0006730284110617097,0.0006174512815879039,0.0006748590044213549,0.0012461913989927572,0.0006358979083181075,0.0006551692035563003,0.0011941260108415533,0.0007140029872222988,0.002974325554970716,0.0010544645172689939,0.00047178777017486696,0.0007669568633816916,0.001231784562010182,0.0001140436624307592,0.0006720430107526882,0.0006671160092075805,0.0007318650211795372,1.5467042825148175e-05,0.0006527770222488169,0.00015516144548402612,0.001231784562010182,0.0006736811042157487,0.000690604258592033,0.0010301976691777736,0.001044430479914351,0.0006693093195728221,0.0006685609226140731,0.0012643335030818128,0.0006702684724368569,0.001057013979672355
KECS.60,0.00014347119959139403,0.00040034347489648363,6.19782815053546e-05,0.002789909338434882,0.0011936756804791994,0.0017854334532873253,0.0,0.00014798662684114994,0.0033350583635213616,0.004166084811246101,0.00016018137460262698,0.0017504376094023507,0.001694549711926549,0.0021179537308569567,0.0017177179213352996,0.010492016943629846,0.0018324516820523457,0.004224270353302611,0.004232005197815513,0.00015339499210466952,0.001188872156614092,0.001565125704306567,0.00014751264183340512,0.0001911481470727718,2.117767961737506e-05,0.0062511808242358535,0.00011533134246802354,0.0040739296752722075,0.0017172597817759108,0.007658799077527546,0.004174573055028463,0.0019975349568617452,0.0017523782275945927,0.00014751264183340512,0.004212633244891309,0.0005996033393293668,0.0005871663156789808,0.0001576640494434459,0.00037786375547286367,0.00015475721726933829,0.004133010924182402,0.00022774613215417134,0.00017921146953405018,0.003987825468763885,0.0002624206997447959,0.006675522804555062,0.0017412914055442033,0.002090800477897252,0.00035171794808454873,0.0040739296752722075,0.001935483870967742,0.0001435243370727242,0.00015569324882540282,0.00040984441186054087,0.0018003637848472474,0.0005950820834136942,0.0018215953699824668,0.0040739296752722075,0.00013493036525358658,0.00017416113226883633,0.004208591614425109,0.0016873807196387842,0.0001576640494434459,0.00014890675094586176,0.0042437119895107145,0.00015413132800363424,0.0017194879223639424
Ecoli.27,5.164963185290185e-05,0.0004512705600423261,0.0001446159901791607,0.003108756119970297,0.0013762095873532823,0.002050627368628793,0.00016329233130000825,0.0,0.0037088149042608246,0.00468975468975469,3.6964932600606224e-05,0.0018754688672168044,0.0018457987771232987,0.0023419680677745193,0.001864628006712661,0.011691104594330402,0.002115334446005538,0.00468975468975469,0.004723690449013995,8.321427676266386e-05,0.00138101311121839,0.0017188924401682648,6.687239763114366e-05,0.0002516380670325097,0.00016607759278888863,0.0070069083351815805,0.00016907798750166557,0.00452596070720255,0.0019286148318406384,0.00845599749451926,0.004634581105169341,0.0022460008434762994,0.001966955153422502,6.687239763114366e-05,0.00468975468975469,0.0005698463497844851,0.0006527714906151797,6.306561977737837e-05,0.00040798333018446874,6.268646775466867e-05,0.0045903288687669,0.00030707343661236583,0.00019317599962761253,0.004432151426286324,0.00017932081149227717,0.007343910569717021,0.0018780868023791,0.0023283914412946674,0.00026231806830386077,0.00452596070720255,0.0022287390029325513,5.236698785085882e-05,7.094882224955066e-05,0.00032838465298142715,0.0020663969214397963,0.0006742065709590052,0.0020698536827569087,0.00452596070720255,4.950682466138788e-05,8.959734550246494e-05,0.004770517615794803,0.0019026672252478703,3.9670309214802524e-05,2.1272392992265966e-05,0.004723690449013995,2.2308481684736535e-05,0.0019373682412936201
Ent.50,0.0007833527497690114,0.0007723941247119437,0.0007763595262249681,0.00034401889586715837,0.0009510977252912737,0.0005735589331803843,0.0007773162346130532,0.0007789904364563494,0.0,0.0011695293953358468,0.0007855048177628823,0.0010599240719270727,0.001041938004688721,0.00036317475833604865,0.0010481469552884807,0.0027631150211795373,0.0005846243788365975,0.00033165758972210585,0.0008194754186641379,0.0007880291751259493,0.0009510977252912737,0.0009857546102562413,0.0007837838369414925,0.00077548077388384,0.0007780010722593574,0.0012814509968210159,0.0007703685788155359,0.0003164217223512394,0.0010743881711623648,0.0024295570803557023,0.00032775573572537515,0.0011377122176561166,0.0010877858045442623,0.0007837838369414925,0.0003200204813108039,0.0008837825894829871,0.0007954627461014125,0.0007833932456721218,0.0007598347256791279,0.0007845603229920251,0.0003086896125945362,0.0007664041188783631,0.0007831773960806219,0.0002943659468586155,0.0008014765538038973,0.0022558087074216106,0.0010544645172689939,0.00043784620397523626,0.0008140094316873168,0.0003164217223512394,0.0005832518735744542,0.0007806560225915065,0.0007794516444360357,0.0008464178071032909,0.0005722805845304825,0.0008077291436917179,0.0005709941193812162,0.0003164217223512394,0.0007824019740603653,0.0007953022803027786,0.0010770248359585814,0.0010793418051482568,0.0007811999353068803,0.0007779618008600124,0.0003160833757704532,0.0007777547932814964,0.001074679951477464
St.48,0.0008196987869988312,0.0007837112547443531,0.0008046303212975861,0.0007887262490612899,0.0009318836298308439,0.000493384028542266,0.0007996850471199035,0.0008112384234765346,0.0009630710409353346,0.0,0.0008163089282633875,0.0010087749210029781,0.0010083271013116655,0.0006550722276528727,0.0010085942399945757,0.0025024437927663734,0.000458898705968512,0.001122980961690639,0.0010887316276537832,0.0008140962979672657,0.0009318836298308439,0.0009967379485320768,0.0008132863653081736,0.0008117747258596827,0.0008047518254602523,0.001478597304024249,0.0008061996755046306,0.001130077579825855,0.0010039364878074554,0.002201786104072355,0.001132769823471911,0.0011180964897654938,0.0010043392222778532,0.0008132863653081736,0.0011346180701019412,0.0008659283957560581,0.0007889022286077926,0.0008149260555608109,0.0007844780140795322,0.0008159035568693594,0.0011318619128466328,0.0007894346266242905,0.0007994693478564446,0.0010941526703990047,0.0008517738545883166,0.002088711766131121,0.0010145658598588157,0.0006347072879330944,0.000877530398899911,0.0011187768040275964,0.00047898338220918866,0.0008155673478254124,0.0008149260555608109,0.0008515090420332356,0.0004980387789697713,0.0008011354363962751,0.0005151359990069668,0.0011187768040275964,0.0008154065238346239,0.0008255036327193399,0.0017091915874994877,0.001009519154680445,0.0008096811829482771,0.0008103768758958462,0.0011355587944345913,0.0008102034939138406,0.001004016064257028
