,K03046,K02854,K07313,K06200,K10985,K02255,K05366,K06956,K15977,K18840,K02784,K10441,K14170,K02341,K19148,K14053,K03449,K05874,K12138,K09800,K00574,K13301,K08308,K00042,K02782,K02391,K18889,K08302,K10831,K03925,K02533,K00912,K06187,K11927,K02238,K00031,K03835,K01089,K03788,K03573,K07082,K10439,K02026,K03564,K18015,K01000,K12500,K00974,K03072,K01246,K07490,K11926,K08137,K00648,K06141,K03567,K06211,K06281,K00901,K03837,K03284,K03673,K12151,K09160,K00216,K00228,K00865,K03647,K13629,K01531,K00526,K01814,K07285,K03531,K07639,K02911,K04771,K13694,K11744,K09612,K01791,K11066,K00677,K00850,K02342,K01424,K03779,K00906,K11755,K16328,K07574,K02458,K02388,K00113,K09125,K13893,K06186,K03079,K11741,K11199,K02013,K02393,K04485,K15552,K09978,K08191,K10111,K04761,K12410,K02372,K06879,K07250,K03777,K07661,K03612,K03179,K17247,K00791,K03557,K03892,K03781,K10984,K15524,K06282,K06191,K01870,K19709,K01725,K01686,K21028,K07862,K09458,K20862,K03435,K00425,K16345,K01739,K04065,K07406,K12573,K09971,K01619,K00998,K03118,K12678,K16092,K02914,K19155,K11203,K13480,K05787,K03686,K03605,K09888,K07351,K00548,K07306,K09896,K19156,K01710,K09970,K03811,K07588,K08320,K09898,K01838,K06910,K09894,K03578,K03543,K11938,K01241,K10440,K02160,K04088,K02394,K03645,K00973,K03807,K12973,K07357,K05887,K19265,K03762,K06212,K16066,K00278,K11752,K07497,K16346,K15580,K01847,K15584,K01933,K03774,K07107,K12149,K03574,K03500,K04758,K01755,K02485,K01681,K02742,K01652,K00981,K18890,K09773,K20866,K03646,K03273,K13654,K05808,K06207,K02381,K06078,K02068,K00626,K13256,K05368,K07724,K03290,K10975,K06132,K17722,K00823,K00616,K03832,K13895,K07738,K07664,K02453,K03683,K00794,K07019,K13574,K02314,K09768,K15585,K05712,K02864,K05710,K07347,K02821,K00943,K00219,K08276,K09908,K02935,K03533,K02099,K08277,K03544,K03320,K11074,K00383,K04087,K07480,K07337,K11530,K06192,K10545,K02357,K07349,K19055,K01759,K11249,K02459,K06203,K02843,K05788,K02501,K03804,K02503,K13788,K06890,K08722,K11202,K00241,K00658,K01185,K00926,K01778,K03498,K03522,K01483,K13637,K01486,K07787,K19334,K03669,K03654,K03562,K03633,K08321,K10011,K10823,K09946,K03402,K02945,K05812,K08591,K21430,K09471,K01808,K04083,K04043,K14056,K02053,K12142,K02428,K03502,K02791,K03113,K03806,K03817,K07700,K00939,K18843,K02396,K14591,K01818,K01835,K03327,K07014,K00525,K00799,K01925,K01011,K07278,K02000,K02841,K02024,K08485,K10857,K17723,K00240,K12145,K15634,K15583,K13630,K02777,K10555,K01821,K02575,K00963,K15633,K05982,K19775,K02867,K11753,K14287,K13632,K02379,K02048,K11258,K18142,K01095,K12961,K02839,K03555,K01887,K05805,K02358,K02967,K03631,K07806,K20881,K12972,K07589,K00880,K01129,K02431,K07266,K02055,K17938,K01924,K00872,K04077,K07461,K01520,K01666,K03326,K03721,K02004,K03560,K15737,K03151,K14623,K02804,K15581,K07799,K00099,K06871,K01737,K11535,K15034,K14414,K02477,K21449,K15587,K03524,K07106,K18922,K06158,K01886,K01223,K00925,K07277,K03969,K09914,K02058,K05819,K00363,K01252,K07559,K03470,K01659,K12146,K07491,K07710,K03638,K03168,K02802,K03536,K03532,K03572,K01908,K08368,K03655,K03446,K07001,K06006,K08225,K06079,K17758,K12143,K11192,K04760,K03304,K02779,K21746,K13890,K07678,K09921,K03289,K02454,K02467,K19591,K09891,K00059,K02015,K02217,K04046,K12113,K12265,K06182,K00101,K04844,K04651,K00239,K02554,K00230,K01752,K08219,K05798,K05540,K01921,K01626,K02562,K06179,K05596,K06149,K01082,K03116,K07308,K03619,K16074,K05365,K09933,K02527,K06903,K00656,K05775,K01464,K03077,K03639,K02852,K02535,K03305,K11209,K00164,K07275,K00765,K03784,K02838,K00769,K01093,K11075,K09761,K06867,K04691,K08163,K04335,K02468,K03664,K08316,K00851,K05778,K00759,K00604,K08159,K03545,K03790,K01512,K01638,K03299,K03825,K07038,K00364,K00666,K00112,K06891,K19802,K05523,K01935,K08278,K13735,K03808,K01425,K03641,K05539,K07141,K02390,K03625,K02798,K11736,K03579,K08309,K06911,K03426,K03316,K03274,K07121,K01070,K07232,K11107,K05779,K09808,K01271,K02460,K00857,K09774,K06178,K21512,K01012,K04655,K18657,K11085,K07146,K08289,K03830,K01151,K00111,K11073,K03840,K01139,K21313,K07312,K14392,K11208,K01146,K00163,K11749,K03530,K06966,K00134,K02056,K08723,K01035,K03086,K02803,K03831,K06221,K13771,K03293,K13889,K16868,K00009,K07184,K03665,K01338,K05876,K08325,K21974,K01754,K01599,K09927,K02963,K11735,K02744,K09911,K03770,K04079,K08172,K03111,K00615,K07040,K02466,K12112,K18478,K03386,K05713,K08234,K02778,K01448,K09798,K16326,K16370,K02462,K21470,K00297,K02457,K06202,K01665,K16704,K03590,K18928,K01439,K03438,K12582,K02364,K00832,K07259,K11745,K00556,K02430,K02558,K12963,K03722,K04069,K18141,K14347,K02027,K00262,K13888,K03218,K09912,K04013,K09747,K04477,K01939,K09897,K11106,K03184,K03216,K00313,K13288,K03694,K00075,K02799,K05685,K01902,K01961,K00651,K02557,K03217,K07788,K03119,K11175,K07071,K00817,K02003,K01775,K01160,K11928,K02344,K04653,K21498,K13891,K09456,K05527,K00537,K00757,K01085,K03451,K00946,K04775,K03720,K03503,K02302,K06970,K03614,K14682,K03556,K18138,K21976,K11924,K10748,K00748,K00847,K02500,K21394,K01934,K02990,K03586,K00954,K02746,K15257,K07214,K18968,K00806,K00362,K02356,K05590,K12297,K12944,K01358,K03082,K08160,K01839,K11191,K08319,K19270,K03980,K05520,K14744,K01627,K10012,K06959,K15461,K01760,K00549,K03618,K07568,K10914,K04018,K03972,K05790,K00873,K01916,K02523,K03717,K05800,K01751,K12524,K02529,K19337,K06905,K09937,K03648,K03657,K01034,K13283,K02078,K06155,K04762,K02472,K09893,K05522,K02747,K02863,K09790,K01682,K09904,K03417,K04078,K01521,K07636,K06143,K06889,K15551,K11198,K13479,K14260,K01992,K05802,K10107,K15536,K02014,K16693,K07657,K03297,K07150,K18691,K04564,K07115,K01591,K05801,K07387,K01150,K00285,K15256,K07810,K03074,K03092,K07058,K01048,K06077,K12529,K13979,K14155,K00090,K11104,K11737,K15724,K03183,K00831,K07713,K03517,K00979,K02790,K00287,K13896,K03702,K03690,K01874,K00657,K05799,K02343,K19688,K11719,K03704,K02781,K01687,K12264,K11392,K07136,K03616,K07243,K03973,K07251,K10974,K02082,K07560,K02855,K02794,K07345,K01990,K01809,K19804,K11746,K00835,K07223,K02016,K08224,K03081,K03587,K07796,K18326,K07447,K03719,K00087,K07709,K02970,K03060,K12144,K07000,K03601,K12340,K03117,K03424,K21948,K03592,K10680,K00826,K05809,K01534,K07307,K03585,K07119,K07264,K13069,K03098,K10973,K01256,K00373,K02654,K01766,K05591,K05916,K07393,K01142,K00568,K00040,K01883,K03182,K03588,K03575,K14059,K07641,K07735,K07091,K16137,K07258,K13014,K01708,K02745,K19745,K06219,K01920,K08996,K09892,K01956,K19160,K09786,K05835,K03971,K21990,K03080,K08169,K02363,K15836,K03658,K01141,K02853,K01608,K09251,K00690,K21511,K00930,K00374,K02805,K02346,K01058,K07679,K00945,K01903,K07301,K07460,K09017,K03671,K15582,K03281,K09131,K08992,K04773,K01810,K03425,K14762,K00371,K01962,K03885,K15586,K03834,K02426,K07702,K03724,K12137,K07238,K03656,K09969,K19303,K03810,K02168,K19335,K03282,K01610,K03604,K02337,K08303,K21698,K08313,K07224,K05811,K11474,K00427,K03620,K10710,K03621,K07248,K09767,K21395,K01875,K07714,K03043,K03970,K03785,K01462,K00215,K22014,K00529,K05708,K21021,K03613,K00892,K02752,K01176,K09903,K01485,K00800,K00760,K02851,K01489,K01772,K06975,K03101,K14057,K12507,K01356,K14064,K07726,K04759,K10112,K14348,K01466,K01823,K06861,K03617,K22105,K01928,K05851,K13892,K09925,K00265,K03712,K10711,K03636,K07789,K15974,K12700,K13894,K02316
Ecoli.53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Pm.9,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1
KECS.64,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
Ent.24,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
